dur,proto,service,state,spkts,sbytes,rate,sttl,sload,sloss,sinpkt,sjit,swin,smean,is_sm_ips_ports,attack_cat,label
1.401745,tcp,-,FIN,12,1138,14.981327,254,5958.288086,3,123.168361,7416.920859,255,95,0,Fuzzers,1
0.753073,tcp,http,FIN,10,952,19.918388,254,9104.03125,2,80.869889,3943.537884,255,95,0,Exploits,1
9e-06,dcn,-,INT,2,200,111111.1072,254,88888888.0,0,0.009,0.0,0,100,0,DoS,1
3.016394,tcp,-,FIN,36,34706,16.244563,254,89489.64063,15,84.577659,8462.082518,255,964,0,Fuzzers,1
0.680299,tcp,-,FIN,14,6830,27.928897,254,74590.73438,4,50.675999,3111.776475,255,488,0,Fuzzers,1
1.623094,tcp,-,FIN,12,1082,12.938253,254,4889.427246,4,9728.873167,1050926.624,255,90,0,Fuzzers,1
9e-06,dcn,-,INT,2,200,111111.1072,254,88888888.0,0,0.009,0.0,0,100,0,Exploits,1
1.042099,tcp,http,FIN,12,1290,20.151636,62,9081.670898,3,94.736273,4585.740484,255,108,0,Exploits,1
1.405999,tcp,-,FIN,12,1494,14.936,254,7795.169434,3,122.810543,7189.870531,255,125,0,Fuzzers,1
5e-06,hmp,-,INT,2,200,200000.0051,254,160000000.0,0,0.005,0.0,0,100,0,DoS,1
9e-06,udp,-,INT,2,168,111111.1072,254,74666664.0,0,0.009,0.0,0,84,0,Reconnaissance,1
2.410807,tcp,-,FIN,12,1074,8.710776,254,3268.615234,3,213.787369,14109.1452,255,90,0,Fuzzers,1
5e-06,hmp,-,INT,2,200,200000.0051,254,160000000.0,0,0.005,0.0,0,100,0,DoS,1
5e-06,hmp,-,INT,2,200,200000.0051,254,160000000.0,0,0.005,0.0,0,100,0,Exploits,1
1.219916,tcp,http,FIN,12,1186,20.493215,62,7134.91748,3,110.901457,5847.489213,255,99,0,Exploits,1
1.218422,tcp,-,FIN,12,3030,17.235407,254,18239.98438,3,105.689729,6004.576564,255,253,0,Fuzzers,1
5e-06,hmp,-,INT,2,200,200000.0051,254,160000000.0,0,0.005,0.0,0,100,0,Exploits,1
0.539498,tcp,-,FIN,10,1294,27.803626,254,17275.32031,2,54.674222,2744.010223,255,129,0,Fuzzers,1
1.720638,tcp,-,FIN,36,34710,28.477808,254,156899.9375,15,48.303886,4309.062258,255,964,0,Fuzzers,1
8e-06,prm,-,INT,2,200,125000.0003,254,100000000.0,0,0.008,0.0,0,100,0,Exploits,1
0.748399,tcp,-,FIN,10,2062,20.042784,254,19839.68359,2,79.012333,4314.141952,255,206,0,Fuzzers,1
1.730964,tcp,-,FIN,12,1494,12.131968,254,6331.731934,3,157.360361,9456.997464,255,125,0,Fuzzers,1
8.975741,tcp,pop3,FIN,102,4496,74.31141,62,3968.028809,7,88.855086,4576.110427,255,44,0,Exploits,1
0.806499,tcp,-,FIN,12,1270,23.558616,254,11556.12109,3,65.503273,3476.568212,255,106,0,Fuzzers,1
2.477743,tcp,-,FIN,14,5158,9.282642,254,15465.68848,4,190.59562,15804.11881,255,368,0,Fuzzers,1
5e-06,trunk-1,-,INT,2,200,200000.0051,254,160000000.0,0,0.005,0.0,0,100,0,DoS,1
0.942261,tcp,-,FIN,12,1010,20.164265,254,7861.940918,3,80.086362,3923.64771,255,84,0,Fuzzers,1
4.373587,tcp,-,FIN,34,1674,33.153564,62,2972.388428,6,132.526212,6618.369819,255,49,0,Exploits,1
0.623134,tcp,-,FIN,10,564,27.281451,254,6521.871582,2,68.813778,5427.24169,255,56,0,Reconnaissance,1
1.252951,tcp,-,FIN,12,1262,16.760432,254,7387.359863,3,103.975636,6140.416589,255,105,0,Fuzzers,1
5.458118,tcp,smtp,FIN,32,15469,9.710307,62,21965.08008,12,176.035449,14217.84721,255,483,0,Exploits,1
0.182042,tcp,-,FIN,10,1128,82.398566,254,44649.03516,2,18.606556,1003.460894,255,113,0,Exploits,1
0.980326,tcp,-,FIN,12,3064,19.381308,254,22922.98633,3,85.735457,4601.070049,255,255,0,Fuzzers,1
1.656119,tcp,-,FIN,10,564,10.264963,254,2453.929932,2,183.911333,11282.09911,255,56,0,Reconnaissance,1
40.328518,tcp,-,FIN,24,3270,1.066243,254,621.694031,7,1752.217174,240911.3436,255,136,0,Fuzzers,1
2.089474,tcp,-,FIN,12,994,10.050376,254,3491.787842,3,189.952179,11265.19151,255,83,0,Fuzzers,1
4.413976,tcp,ftp,FIN,24,1284,10.19489,62,2231.094971,7,191.911996,12532.40966,255,54,0,Exploits,1
0.623141,tcp,smtp,FIN,38,28292,94.681622,62,353666.3438,16,16.841649,1126.061149,255,745,0,Exploits,1
4.008169,tcp,http,FIN,10,792,4.241338,254,1423.093628,2,445.352111,31849.69512,255,79,0,Reconnaissance,1
1.263496,tcp,-,FIN,12,2030,16.620551,254,11783.17871,3,111.708638,6978.960966,255,169,0,Fuzzers,1
1.360272,tcp,ftp,FIN,22,1210,31.611324,62,6792.758789,7,64.774856,3266.894708,255,55,0,Exploits,1
1.252438,tcp,ftp-data,FIN,8,364,11.976641,62,2037.625854,1,178.919719,11000.88164,255,46,0,Exploits,1
7.717545,tcp,smtp,FIN,30,3235,6.867469,254,3242.481934,8,266.083242,18179.23486,255,108,0,DoS,1
2.979113,tcp,pop3,FIN,20,970,13.762485,62,2475.904541,7,156.795421,8741.00068,255,49,0,Exploits,1
1.360272,tcp,ftp,FIN,22,1210,31.611324,62,6792.758789,7,64.774856,3266.894708,255,55,0,Exploits,1
3.257055,tcp,smtp,FIN,24,6027,13.816162,62,14187.04883,9,141.568783,7907.39203,255,251,0,Exploits,1
0.225328,tcp,http,FIN,10,754,75.445573,62,24107.08008,2,25.036444,1358.558802,255,75,0,Exploits,1
3.925744,tcp,pop3,FIN,22,1022,15.538456,62,1988.922363,7,183.798006,10571.07441,255,46,0,Exploits,1
9e-06,udp,-,INT,2,168,111111.1072,254,74666664.0,0,0.009,0.0,0,84,0,Reconnaissance,1
0.737508,tcp,pop3,FIN,22,1040,71.863627,62,10771.4082,7,35.11943,1798.718682,255,47,0,Exploits,1
1.387795,tcp,-,FIN,12,1110,15.131918,254,5868.301758,3,126.113821,7498.476421,255,93,0,Fuzzers,1
1.758121,tcp,-,FIN,12,1078,11.94457,254,4500.259277,3,152.601727,8817.472328,255,90,0,Fuzzers,1
0.057381,udp,dns,CON,2,118,52.282114,254,8225.719727,0,0.004,0.0,0,59,0,Exploits,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,Fuzzers,1
1.198481,tcp,-,FIN,12,1112,17.522181,254,6808.618652,3,108.95282,5956.69947,255,93,0,Fuzzers,1
0.180586,tcp,http,FIN,10,1794,83.06292,254,71544.85938,2,18.61,998.733076,255,179,0,Exploits,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,Reconnaissance,1
0.661048,tcp,-,FIN,10,564,25.716741,254,6147.813965,2,73.449778,5706.1234,255,56,0,Reconnaissance,1
5e-06,udp,-,INT,2,168,200000.0051,254,134400000.0,0,0.005,0.0,0,84,0,Reconnaissance,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,Backdoor,1
5e-06,udp,-,INT,2,1064,200000.0051,254,851200000.0,0,0.005,0.0,0,532,0,Fuzzers,1
1.284015,tcp,-,FIN,12,1080,16.354948,254,6168.151855,3,112.742179,6937.084173,255,90,0,Fuzzers,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,DoS,1
1.1e-05,udp,-,INT,2,1064,90909.0902,254,386909088.0,0,0.011,0.0,0,532,0,Fuzzers,1
0.773368,tcp,http,FIN,10,842,21.981773,62,7841.027832,2,85.838111,4714.595086,255,84,0,Exploits,1
4.181346,tcp,pop3,FIN,20,958,9.32714,62,1742.979492,7,220.041893,16714.2672,255,48,0,Exploits,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,DoS,1
0.279472,tcp,http,FIN,10,802,60.828993,62,20667.54492,2,31.052444,1575.933795,255,80,0,DoS,1
2.817478,tcp,http,FIN,180,227789,75.599527,254,643196.5,87,15.605933,1728.93609,255,1265,0,Exploits,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,Exploits,1
0.316627,tcp,http,FIN,12,902,116.856745,62,20895.25,2,28.784273,1517.383264,255,75,0,Exploits,1
2.445761,tcp,-,FIN,10,532,6.950802,254,1566.79248,2,256.939,16274.05396,255,53,0,Shellcode,1
0.789636,tcp,smtp,FIN,20,3034,49.389844,254,29208.39453,7,41.55979,2011.23269,255,152,0,DoS,1
0.185184,tcp,http,FIN,10,744,81.000518,254,28944.18555,2,19.607556,1049.012825,255,74,0,Reconnaissance,1
1.337131,tcp,-,FIN,12,1072,15.705267,254,5881.248535,3,118.738182,6516.22497,255,89,0,Fuzzers,1
1.7e-05,udp,-,INT,2,168,58823.52838,254,39529412.0,0,0.017,0.0,0,84,0,Reconnaissance,1
0.912117,tcp,-,FIN,12,1068,20.830661,254,8586.618164,3,75.765455,4121.3404,255,89,0,Fuzzers,1
4.200221,tcp,http,FIN,10,994,4.047406,254,1704.672241,2,466.691222,31094.97706,255,99,0,Reconnaissance,1
0.183415,tcp,http,FIN,10,794,103.590221,62,31186.10938,2,20.379444,1060.478112,255,79,0,Exploits,1
9e-06,udp,-,INT,2,168,111111.1072,254,74666664.0,0,0.009,0.0,0,84,0,Reconnaissance,1
4e-06,udp,-,INT,2,168,250000.0006,254,168000000.0,0,0.004,0.0,0,84,0,Reconnaissance,1
0.170019,tcp,-,FIN,12,804,99.988824,254,34678.47656,3,15.456273,881.06532,255,67,0,Exploits,1
1.118793,tcp,http,FIN,10,972,15.194947,254,6256.742676,2,115.454556,7313.485875,255,97,0,Exploits,1
0.271006,tcp,-,FIN,10,1688,55.34933,254,44869.85547,2,27.386889,1420.138989,255,169,0,Exploits,1
0.852869,tcp,pop3,FIN,24,1144,87.938479,62,10289.97461,7,37.08126,1856.018993,255,48,0,Exploits,1
2.267489,tcp,http,FIN,10,1208,7.49728,254,3838.607422,2,251.943222,15478.74332,255,121,0,Exploits,1
2.486436,tcp,http,FIN,10,814,6.837096,254,2358.395752,2,276.270667,17933.72897,255,81,0,Exploits,1
3e-06,sctp,-,INT,2,776,333333.3215,254,1034666624.0,0,0.003,0.0,0,388,0,Exploits,1
2.486436,tcp,http,FIN,10,814,6.837096,254,2358.395752,2,276.270667,17933.72897,255,81,0,Exploits,1
0.439108,tcp,http,FIN,10,792,38.714848,62,12989.96973,2,48.789778,2767.381725,255,79,0,DoS,1
1.838596,tcp,-,FIN,12,1072,11.421759,254,4277.176758,3,167.145097,9346.430115,255,89,0,Fuzzers,1
0.645896,tcp,-,FIN,10,564,26.320026,254,6292.034668,2,71.018667,5450.164614,255,56,0,Reconnaissance,1
7e-06,udp,-,INT,2,168,142857.1409,254,96000000.0,0,0.007,0.0,0,84,0,Reconnaissance,1
2.439392,tcp,-,FIN,10,564,6.968949,254,1665.988892,2,292.159375,16720.90859,255,56,0,Reconnaissance,1
9e-06,udp,-,INT,2,168,111111.1072,254,74666664.0,0,0.009,0.0,0,84,0,Reconnaissance,1
4e-06,udp,-,INT,2,168,250000.0006,254,168000000.0,0,0.004,0.0,0,84,0,Reconnaissance,1
2.084823,tcp,-,FIN,10,912,8.15417,254,3150.387451,2,225.536111,13291.57635,255,91,0,Shellcode,1
1.635059,tcp,-,FIN,12,1234,12.843573,254,5538.638184,3,163.492894,9358.382193,255,103,0,Fuzzers,1
0.191698,tcp,http,FIN,10,938,78.248078,254,35263.80078,2,19.574333,1050.542439,255,94,0,Exploits,1
0.624935,tcp,-,FIN,10,564,27.20283,254,6503.07666,2,69.437222,5404.02456,255,56,0,Reconnaissance,1
0.905566,tcp,-,FIN,10,748,16.564227,254,5954.287109,2,113.19575,143.882781,255,75,0,Shellcode,1
0.501291,tcp,http,FIN,16,1090,117.696114,62,16309.88867,2,33.419399,1976.663369,255,68,0,Exploits,1
0.466699,ospf,-,INT,18,2858,36.426047,254,46282.50781,0,27.452883,32.106723,0,159,0,Fuzzers,1
1.621626,tcp,-,FIN,12,994,12.949965,254,4499.187988,3,143.885188,8809.014459,255,83,0,Fuzzers,1
0.77353,tcp,pop3,FIN,20,968,53.003762,62,9514.821289,7,40.712106,1987.04461,255,48,0,Exploits,1
1.661011,tcp,-,FIN,12,1362,11.438817,254,6015.613281,3,150.974185,8897.702934,255,114,0,Fuzzers,1
0.466699,ospf,-,INT,18,2858,36.426047,254,46282.50781,0,27.452883,32.106723,0,159,0,Reconnaissance,1
1.122408,tcp,-,FIN,28,4110,47.219904,254,28253.53906,11,41.570666,2007.964443,255,147,0,Exploits,1
1.170284,tcp,-,FIN,12,1046,16.235375,254,6555.67334,3,106.389456,5497.061793,255,87,0,Fuzzers,1
0.466699,ospf,-,INT,18,2858,36.426047,254,46282.50781,0,27.452883,32.106723,0,159,0,Reconnaissance,1
6e-06,udp,-,INT,2,168,166666.6608,254,112000000.0,0,0.006,0.0,0,84,0,Reconnaissance,1
1.5e-05,udp,-,INT,2,168,66666.66835,254,44800000.0,0,0.015,0.0,0,84,0,Reconnaissance,1
0.466699,ospf,-,INT,18,2858,36.426047,254,46282.50781,0,27.452883,32.106723,0,159,0,Backdoor,1
4e-06,udp,-,INT,2,168,250000.0006,254,168000000.0,0,0.004,0.0,0,84,0,Reconnaissance,1
1.182288,tcp,-,FIN,10,994,14.378899,254,6056.053711,2,127.688667,7077.179272,255,99,0,Exploits,1
0.466699,ospf,-,INT,18,2858,36.426047,254,46282.50781,0,27.452883,32.106723,0,159,0,DoS,1
1.262079,tcp,-,FIN,12,1170,15.054525,254,6801.476074,3,112.154457,5956.857912,255,98,0,Fuzzers,1
0.430266,tcp,ftp-data,FIN,8,364,39.510443,62,5931.214844,1,61.319571,4251.086697,255,46,0,Exploits,1
0.466699,ospf,-,INT,18,2858,36.426047,254,46282.50781,0,27.452883,32.106723,0,159,0,Exploits,1
0.196218,tcp,-,FIN,10,694,86.638331,62,25481.86133,2,21.802,1148.660538,255,69,0,Exploits,1
0.781823,tcp,-,FIN,12,1106,24.302176,254,10375.75,3,65.93627,3434.713832,255,92,0,Fuzzers,1
0.466699,ospf,-,INT,18,2858,36.426047,254,46282.50781,0,27.452883,32.106723,0,159,0,Exploits,1
1.211715,tcp,-,FIN,12,3030,17.330808,254,18340.94727,3,106.251909,6255.136649,255,253,0,Fuzzers,1
0.895202,tcp,ftp,FIN,22,1166,48.033853,62,9946.358398,7,42.628665,2567.358577,255,53,0,Exploits,1
1.123408,tcp,ftp,FIN,22,1182,38.276389,62,8039.821777,7,53.495619,2754.376322,255,54,0,Exploits,1
1.00022,tcp,-,FIN,12,1038,18.995822,254,7614.325195,3,90.815003,4566.491298,255,87,0,Fuzzers,1
0.493814,tcp,-,FIN,16,912,54.676458,254,13851.36914,5,32.4144,1713.704186,255,57,0,Fuzzers,1
1e-06,udp,-,INT,2,168,1000000.003,254,672000000.0,0,0.001,0.0,0,84,0,Reconnaissance,1
0.301257,tcp,ftp-data,FIN,8,364,56.430221,62,8471.171875,1,43.036714,2830.851185,255,46,0,Exploits,1
2.496782,tcp,smtp,FIN,40,30611,24.431448,62,95630.28906,17,64.02005,4396.077338,255,765,0,Exploits,1
0.437138,tcp,-,FIN,14,790,61.765393,254,13432.8291,4,33.626001,1691.34546,255,56,0,Fuzzers,1
4.275689,tcp,ftp,FIN,24,1284,10.524619,62,2303.254395,7,184.063868,10579.88583,255,54,0,Exploits,1
1.611452,tcp,-,FIN,46,2208,157.001265,62,10723.24805,6,35.810045,1801.895786,255,48,0,Exploits,1
2.716886,tcp,-,FIN,12,1042,6.9933,254,2814.987305,4,4686.442656,489690.6958,255,87,0,Fuzzers,1
1.1e-05,udp,-,INT,2,2974,90909.0902,254,1081454592.0,0,0.011,0.0,0,1487,0,Fuzzers,1
0.756327,tcp,-,FIN,10,564,22.477051,254,5373.337402,2,81.904222,6173.134322,255,56,0,Reconnaissance,1
3.896466,tcp,smtp,FIN,50,41473,19.248211,62,83447.92188,22,79.499777,5615.873074,255,829,0,Exploits,1
8e-06,udp,-,INT,2,168,125000.0003,254,84000000.0,0,0.008,0.0,0,84,0,Reconnaissance,1
0.598036,tcp,-,FIN,16,912,45.147784,254,11437.43848,5,38.868866,1950.186772,255,57,0,Fuzzers,1
0.27811,tcp,http,FIN,32,32248,147.423683,254,898666.0,13,8.453613,778.353913,255,1008,0,Exploits,1
0.358975,tcp,http,FIN,12,3814,47.357059,254,77933.00781,3,31.793818,1861.939856,255,318,0,Exploits,1
1.987385,tcp,-,FIN,12,1106,10.566649,254,4081.745605,3,174.235543,12650.0177,255,92,0,Fuzzers,1
1.188601,tcp,smtp,FIN,20,3522,32.811683,62,22520.59375,7,62.557945,3272.773793,255,176,0,Exploits,1
0.456046,tcp,ftp,FIN,14,1382,54.819033,254,22524.04492,4,33.865385,1807.279886,255,99,0,DoS,1
1.218422,tcp,-,FIN,12,3030,17.235407,254,18239.98438,3,105.689729,6004.576564,255,253,0,Fuzzers,1
2.120996,tcp,-,FIN,14,5158,10.843962,254,18066.98438,4,160.048617,11801.29657,255,368,0,Fuzzers,1
3e-06,udp,-,INT,2,282,333333.3215,254,376000000.0,0,0.003,0.0,0,141,0,Fuzzers,1
0.218317,tcp,http,FIN,10,892,68.707429,254,29425.10156,2,21.49,1154.35584,255,89,0,Reconnaissance,1
1.706429,tcp,http,FIN,10,826,11.134363,62,3487.98584,2,189.525,10404.15081,255,83,0,Exploits,1
0.226867,tcp,http,FIN,10,1044,66.118032,254,33147.17188,2,22.38,1245.161774,255,104,0,Exploits,1
0.241761,tcp,http,FIN,10,924,70.31738,62,27531.32227,2,30.220125,1454.448996,255,92,0,Exploits,1
1.496633,tcp,-,FIN,12,1106,14.031496,254,5420.166504,3,135.971551,7708.034147,255,92,0,Fuzzers,1
1e-05,udp,-,INT,2,1712,100000.0025,254,684800000.0,0,0.01,0.0,0,856,0,Fuzzers,1
4e-06,udp,-,INT,2,168,250000.0006,254,168000000.0,0,0.004,0.0,0,84,0,Reconnaissance,1
1.916194,tcp,-,FIN,12,3030,10.959225,254,11597.99121,3,174.199455,9364.609304,255,253,0,Fuzzers,1
1e-05,udp,-,INT,2,818,100000.0025,254,327200000.0,0,0.01,0.0,0,409,0,Fuzzers,1
0.358503,tcp,ftp-data,FIN,8,364,64.155667,62,7118.489746,1,51.214715,3423.530138,255,46,0,Exploits,1
4e-06,udp,-,INT,2,168,250000.0006,254,168000000.0,0,0.004,0.0,0,84,0,Reconnaissance,1
4e-06,udp,-,INT,2,1626,250000.0006,254,1626000000.0,0,0.004,0.0,0,813,0,Fuzzers,1
0.391613,tcp,ftp-data,FIN,8,364,38.30312,62,6516.637695,1,55.944713,3844.834773,255,46,0,Exploits,1
3.691932,tcp,-,FIN,18,1038,10.563575,62,2125.716309,6,217.172471,11716.63849,255,58,0,Exploits,1
0.921987,ospf,-,INT,20,1280,20.607666,254,10551.125,0,48.525633,52.253805,0,64,0,DoS,1
0.166719,tcp,http,FIN,14,7644,113.964212,62,340597.0313,4,11.734,792.766188,255,546,0,Exploits,1
0.921987,ospf,-,INT,20,1280,20.607666,254,10551.125,0,48.525633,52.253805,0,64,0,Exploits,1
4.4054,tcp,pop3,FIN,22,1060,12.03069,62,1837.744629,7,209.757146,15600.71336,255,48,0,Exploits,1
0.921987,ospf,-,INT,20,1280,20.607666,254,10551.125,0,48.525633,52.253805,0,64,0,Exploits,1
3.089554,tcp,-,FIN,20,1100,18.449264,62,2705.89209,6,162.608112,10675.94153,255,55,0,Exploits,1
0.22195,tcp,http,FIN,10,792,85.604868,62,25699.48242,2,24.661111,1173.478165,255,79,0,Exploits,1
1.1e-05,udp,-,INT,2,754,90909.0902,254,274181824.0,0,0.011,0.0,0,377,0,Fuzzers,1
0.180037,tcp,-,FIN,10,992,83.316204,254,39680.73047,2,18.491444,986.776819,255,99,0,Exploits,1
9e-06,sctp,-,INT,2,104,111111.1072,254,46222220.0,0,0.009,0.0,0,52,0,Fuzzers,1
1.198067,tcp,ftp,FIN,22,1182,35.891149,62,7538.810547,7,57.050808,3065.124751,255,54,0,Exploits,1
9e-06,sctp,-,INT,2,104,111111.1072,254,46222220.0,0,0.009,0.0,0,52,0,Analysis,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,Reconnaissance,1
1.198067,tcp,ftp,FIN,22,1182,35.891149,62,7538.810547,7,57.050808,3065.124751,255,54,0,Exploits,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,Exploits,1
9e-06,sctp,-,INT,2,104,111111.1072,254,46222220.0,0,0.009,0.0,0,52,0,DoS,1
0.409455,tcp,-,FIN,10,910,41.518604,254,16001.75879,2,43.740667,3041.43929,255,91,0,Exploits,1
28.213135,ospf,-,INT,20,1280,0.673445,254,344.803925,0,1484.90175,1831.332375,0,64,0,Exploits,1
9e-06,sctp,-,INT,2,104,111111.1072,254,46222220.0,0,0.009,0.0,0,52,0,DoS,1
1.3e-05,udp,-,INT,2,168,76923.07779,254,51692308.0,0,0.013,0.0,0,84,0,Reconnaissance,1
0.667227,tcp,-,FIN,10,564,25.478584,254,6090.880371,2,74.136333,5479.754349,255,56,0,Reconnaissance,1
9e-06,sctp,-,INT,2,104,111111.1072,254,46222220.0,0,0.009,0.0,0,52,0,DoS,1
0.632005,tcp,-,FIN,10,564,26.898522,254,6430.329102,2,69.670222,5473.574793,255,56,0,Reconnaissance,1
0.454618,tcp,http,FIN,20,1228,208.966646,62,20535.92188,2,23.927264,1200.24707,255,61,0,Exploits,1
9e-06,sctp,-,INT,2,104,111111.1072,254,46222220.0,0,0.009,0.0,0,52,0,Exploits,1
0.273428,tcp,http,FIN,10,810,62.17359,62,21329.19922,2,30.380889,1659.771693,255,81,0,Exploits,1
0.276865,tcp,http,FIN,10,822,61.401765,62,21382.26172,2,30.762778,1520.607394,255,82,0,Exploits,1
9e-06,sctp,-,INT,2,104,111111.1072,254,46222220.0,0,0.009,0.0,0,52,0,Exploits,1
0.184883,tcp,http,FIN,10,984,81.132393,254,38337.76172,2,19.028444,1018.708585,255,98,0,Exploits,1
9e-06,gre,-,INT,2,156,111111.1072,254,69333328.0,0,0.009,0.0,0,78,0,Reconnaissance,1
0.335764,tcp,-,FIN,12,2484,62.543931,254,54252.39453,3,30.524,1627.691549,255,207,0,Exploits,1
0.867884,tcp,smtp,FIN,52,44141,86.417081,62,399067.1563,23,17.017334,1259.24266,255,849,0,DoS,1
9e-06,gre,-,INT,2,156,111111.1072,254,69333328.0,0,0.009,0.0,0,78,0,Exploits,1
0.625131,tcp,-,FIN,10,564,27.1943,254,6501.037109,2,68.964667,5425.361864,255,56,0,Reconnaissance,1
1.3e-05,udp,-,INT,2,120,76923.07779,254,36923076.0,0,0.013,0.0,0,60,0,Shellcode,1
9e-06,gre,-,INT,2,156,111111.1072,254,69333328.0,0,0.009,0.0,0,78,0,Exploits,1
0.637268,tcp,-,FIN,10,564,26.676374,254,6377.222656,2,70.258222,5384.905084,255,56,0,Reconnaissance,1
0.481439,tcp,http,FIN,10,896,39.465021,62,13409.79883,2,53.493222,3470.862194,255,90,0,Exploits,1
0.01272,udp,-,CON,2,76,235.849057,254,23899.37109,0,0.009,0.0,0,38,0,Backdoor,1
9e-06,gre,-,INT,2,156,111111.1072,254,69333328.0,0,0.009,0.0,0,78,0,Exploits,1
1.267629,tcp,-,FIN,10,564,13.410864,254,3205.985352,2,139.22,11590.96755,255,56,0,Reconnaissance,1
43.982441,tcp,-,FIN,28,1568,1.250499,254,275.018829,16,1628.979295,258304.9003,255,56,0,Fuzzers,1
3e-06,sctp,-,INT,2,776,333333.3215,254,1034666624.0,0,0.003,0.0,0,388,0,DoS,1
3e-06,sctp,-,INT,2,776,333333.3215,254,1034666624.0,0,0.003,0.0,0,388,0,DoS,1
0.737188,tcp,smtp,FIN,38,30722,80.03386,62,324628.1875,16,19.924,1341.894526,255,808,0,Exploits,1
0.22943,tcp,http,FIN,10,874,74.096673,62,27441.91992,2,25.492222,1373.675152,255,87,0,Exploits,1
3e-06,sctp,-,INT,2,776,333333.3215,254,1034666624.0,0,0.003,0.0,0,388,0,Exploits,1
0.151393,tcp,-,FIN,14,6648,125.501182,254,326250.2188,4,9.87077,688.079179,255,475,0,Exploits,1
0.211615,tcp,http,FIN,10,1000,70.883445,254,34024.05469,2,20.021222,1084.763774,255,100,0,DoS,1
1.004505,tcp,smtp,FIN,22,3933,40.816122,62,29905.27539,8,47.833572,2738.964116,255,179,0,Exploits,1
0.188916,tcp,http,FIN,10,892,79.400369,254,34004.53125,2,19.347444,1036.643556,255,89,0,Exploits,1
1.105381,tcp,smtp,FIN,24,4529,38.900614,254,31417.2207,9,48.054523,2460.778262,255,189,0,DoS,1
8e-06,udp,-,INT,2,168,125000.0003,254,84000000.0,0,0.008,0.0,0,84,0,Reconnaissance,1
0.445242,tcp,http,FIN,10,1200,38.181484,254,19405.17773,2,48.168222,3513.240576,255,120,0,DoS,1
0.873946,tcp,-,FIN,14,786,28.605886,254,6682.334961,4,67.226618,3388.873185,255,56,0,Fuzzers,1
0.185925,tcp,-,FIN,10,1016,80.67769,254,39370.71094,2,19.380333,1042.113304,255,102,0,Exploits,1
0.286192,tcp,http,FIN,10,796,59.400682,62,20042.48828,2,31.799111,1540.770348,255,80,0,Exploits,1
0.831168,tcp,-,FIN,10,564,20.453146,254,4889.504883,2,89.736333,6642.777722,255,56,0,Reconnaissance,1
0.198743,tcp,http,FIN,10,926,75.474356,254,33570.99219,2,20.335222,1083.21533,255,93,0,Exploits,1
0.271963,tcp,http,FIN,10,804,62.508503,62,21297.01367,2,30.218111,1559.977701,255,80,0,Exploits,1
1.062568,tcp,-,FIN,14,782,25.41014,254,5473.532227,4,81.735998,4769.238352,255,56,0,Fuzzers,1
0.624345,tcp,http,FIN,10,834,30.431892,62,9622.884766,2,69.266222,4433.943582,255,83,0,Exploits,1
9e-06,udp,-,INT,2,168,111111.1072,254,74666664.0,0,0.009,0.0,0,84,0,Reconnaissance,1
4e-06,udp,-,INT,2,416,250000.0006,254,416000000.0,0,0.004,0.0,0,208,0,Shellcode,1
0.381853,tcp,http,FIN,12,1302,49.757366,254,25014.86133,3,32.387727,1637.584446,255,109,0,Exploits,1
8e-06,udp,-,INT,2,168,125000.0003,254,84000000.0,0,0.008,0.0,0,84,0,Reconnaissance,1
0.898216,tcp,-,FIN,14,794,27.832949,254,6573.029297,4,69.093536,3900.710956,255,57,0,Fuzzers,1
2.406619,tcp,-,FIN,44,11002,35.319258,62,35741.42578,19,55.967883,2904.654272,255,250,0,Exploits,1
1.125113,tcp,-,FIN,28,4994,47.106379,254,34243.67188,11,41.670852,1988.047462,255,178,0,Exploits,1
0.233834,tcp,-,FIN,10,2412,64.148071,254,74274.91406,2,23.652889,1207.434731,255,241,0,Exploits,1
0.672711,tcp,-,FIN,14,794,37.16306,254,8776.428711,4,51.746999,2597.157348,255,57,0,Fuzzers,1
0.305556,tcp,http,FIN,12,3236,68.727173,254,77681.34375,3,27.777819,1415.840475,255,270,0,Exploits,1
0.214627,tcp,http,FIN,10,954,69.888691,254,32018.33984,2,20.010667,1043.378374,255,95,0,Exploits,1
0.466699,ospf,-,INT,18,2858,36.426047,254,46282.50781,0,27.452883,32.106723,0,159,0,Exploits,1
1.404769,tcp,smtp,FIN,44,37126,47.694676,62,206627.5781,19,32.669047,2223.568592,255,844,0,Exploits,1
